x,y_true
-3.011036955892887890e-01,-1.543274345018777804e+00
-1.478521990367427374e+00,-6.873927663193232007e+00
-7.198442083947086401e-01,-2.240405077410587253e+00
-4.606387709597875024e-01,-2.202639744400164190e+00
1.057122226218915717e+00,-2.357559831702655817e+00
3.436182895684614103e-01,-7.717008696532615675e-01
-1.763040155362733952e+00,-9.788833912449401708e+00
3.240839693947950018e-01,-8.555413399391067486e-01
-3.850822804163165358e-01,-1.418457464941881518e+00
-6.769220003059587265e-01,-2.262547180198479779e+00
6.116762888408678878e-01,-1.441629148314503839e+00
1.030999522495950949e+00,-2.585792090070861526e+00
9.312801191161985681e-01,-2.307002868073713575e+00
-8.392175232226385395e-01,-2.828157494244997849e+00
-3.092123758512145826e-01,-1.349835562123934629e+00
3.312634314035639571e-01,-1.077561863814762599e+00
9.755451271223591903e-01,-2.243052073490506171e+00
-4.791742378452899520e-01,-1.808106895086254218e+00
-1.856589766638171157e-01,-9.019599089587863050e-01
-1.106334974006028204e+00,-4.491171250427479222e+00
-1.196206624080670800e+00,-5.308689374664498750e+00
8.125258223941980162e-01,-1.567292140474065842e+00
1.356240028570822931e+00,-3.303478092503634223e+00
-7.201012158033384680e-02,-1.038639031256885614e+00
1.003532897892024156e+00,-1.807304674195033378e+00
3.616360250476341465e-01,-1.071694861551817368e+00
-6.451197546051242737e-01,-2.163168639230631740e+00
3.613956055084139307e-01,-1.361086422130412643e+00
1.538036566465969202e+00,-3.925518329641998427e+00
-3.582603910995153795e-02,-8.681123132803809650e-01
1.564643655814006218e+00,-4.353615318951975510e+00
-2.619745104089744370e+00,-2.137963391603142327e+01
8.219025043752238302e-01,-1.748334040226259711e+00
8.704706823817122407e-02,-9.611111144547322960e-01
-2.990073504658674608e-01,-1.077044602973247667e+00
9.176077653550229751e-02,-8.871182744152180666e-01
-1.987568914600892800e+00,-1.188065253694193579e+01
-2.196718878375119310e-01,-1.457924928169265666e+00
3.571125715117464128e-01,-1.028858645517011228e+00
1.477894044741516089e+00,-3.639885987273661971e+00
-5.182702182736473873e-01,-2.105419609964545469e+00
-8.084936028931876129e-01,-2.631041303579366275e+00
-5.017570435845365440e-01,-1.211127182577249162e+00
9.154021177020741362e-01,-1.992351141584655760e+00
3.287511096596844595e-01,-9.148645983943530791e-01
-5.297602037670388064e-01,-1.849644734459050088e+00
5.132674331133560974e-01,-1.408084282488415662e+00
9.707754934804038727e-02,-1.425224936830538747e+00
9.686449905328892163e-01,-2.296011044317300076e+00
-7.020530938773523744e-01,-2.788581307990819269e+00
-3.276621465977682113e-01,-9.630841048358476097e-01
-3.921081531321576330e-01,-1.550414955398037975e+00
-1.463514948132118576e+00,-7.042389577549285740e+00
2.961202770645760540e-01,-7.972360532181853587e-01
2.610552721798893305e-01,-1.280872586195636487e+00
5.113456642460889774e-03,-1.189211535946437914e+00
-2.345871333751469168e-01,-1.214210623693268154e+00
-1.415370742050414243e+00,-6.307654563733158248e+00
-4.206453227653590421e-01,-1.461115384156954855e+00
-3.427145165267694860e-01,-1.356258331402461881e+00
-8.022772692216189050e-01,-2.823822278723476131e+00
-1.612857116660091350e-01,-1.033868715000769267e+00
4.040508568145383950e-01,-1.054286284373824767e+00
1.886185901210530202e+00,-5.416651105600887028e+00
1.745778128318389577e-01,-9.605499096253720115e-01
2.575503907227643663e-01,-1.267186211392074213e+00
-7.444591576616721440e-02,-1.028160489027068136e+00
-1.918771215299041488e+00,-1.156220574218350450e+01
-2.651387544921687822e-02,-3.798230948732896906e-01
6.023020994102643716e-02,-9.870482986008087822e-01
2.463242112485286128e+00,-7.770800191413188784e+00
-1.923609647811225232e-01,-1.205866381477147531e+00
3.015473423336124670e-01,-8.930222594677628134e-01
-3.471176970524331162e-02,-6.014372595624630780e-01
-1.168678037619532040e+00,-4.942175898664009637e+00
1.142822814515020546e+00,-2.988510498026109907e+00
7.519330326867741388e-01,-1.423087179909973354e+00
7.910319470430469124e-01,-2.052604693620175613e+00
-9.093874547947389253e-01,-3.443318757063691837e+00
1.402794310936099187e+00,-3.470532714163506061e+00
-1.401851062792280889e+00,-6.475176293199369937e+00
5.868570938002702908e-01,-1.162448541172217409e+00
2.190455625809978546e+00,-6.518867641501381094e+00
-9.905363251306883443e-01,-3.817587941786040773e+00
-5.662977296027719154e-01,-1.982585025626023567e+00
9.965136508764121936e-02,-9.323387439918997543e-01
-5.034756541161992116e-01,-1.772543972805873391e+00
-1.550663431066132691e+00,-7.594042042525736669e+00
6.856297480602732697e-02,-7.640637062888077091e-01
-1.062303713726104881e+00,-4.049611162449528123e+00
4.735924306351815827e-01,-1.066520400420727821e+00
-9.194242342338031504e-01,-3.779117832896180751e+00
1.549934405017539429e+00,-3.900048519162599536e+00
-7.832532923362370836e-01,-2.642875612065763047e+00
-3.220615162056755798e-01,-1.196264315820008362e+00
8.135172173696697540e-01,-1.928431397723180840e+00
-1.230864316433955219e+00,-5.369683696949824281e+00
2.274599346041294157e-01,-1.129740747099092335e+00
1.307142754282428099e+00,-2.959545577285433549e+00
-1.607483234561227547e+00,-7.959398188756406256e+00
1.846338585323042125e-01,-1.075839189256167172e+00
2.598827942484235320e-01,-7.728804855456696821e-01
7.818228717773103575e-01,-1.657346551352123720e+00
-1.236950710878081949e+00,-5.277418762000112729e+00
-1.320456613084276309e+00,-5.890992388168091232e+00
5.219415656168976403e-01,-1.054565706065140551e+00
2.969846732331860584e-01,-9.386547962575901849e-01
2.504928503458765388e-01,-4.265752765432567761e-01
3.464482094969756898e-01,-1.267409904280133670e+00
-6.800247215784908095e-01,-2.229694067703696270e+00
2.322536971610035528e-01,-1.120298510222155874e+00
2.930724732986812464e-01,-1.235016731239269694e+00
-7.143514180263678126e-01,-2.489848009068913459e+00
1.865774511144756564e+00,-5.046511251309947710e+00
4.738329209117875251e-01,-4.506602703464570592e-01
-1.191303497202648609e+00,-4.987307061972293454e+00
6.565536086338297217e-01,-1.731488440323740274e+00
-9.746816702273214394e-01,-3.596882422688940206e+00
7.870846037424520381e-01,-2.217841867600322203e+00
1.158595579007404064e+00,-2.661808789184413993e+00
-8.206823183517104603e-01,-2.919197429363410201e+00
9.633761292443218105e-01,-1.907618016165227415e+00
4.127809269364983158e-01,-8.698802748900833492e-01
8.220601599944900029e-01,-1.899767876721304205e+00
1.896792982653947357e+00,-5.237606272391523099e+00
-2.453881160028704989e-01,-1.439087758334087530e+00
-7.537361643574895798e-01,-2.923583502926950572e+00
-8.895144296255232952e-01,-3.160900091551686053e+00
-8.158102849654382815e-01,-3.220282256368326212e+00
-7.710170941410419976e-02,-1.154234430387987009e+00
3.411519748166438881e-01,-1.299075384414469569e+00
2.766907993300190549e-01,-8.709945490971100490e-01
8.271832490360238044e-01,-1.334719499344392712e+00
1.300189187790701945e-02,-1.319233488758892348e+00
1.453534077157316862e+00,-4.040719039257808731e+00
-2.646568332379560795e-01,-1.309197843292756680e+00
2.720169166589618825e+00,-8.396410681501814466e+00
6.256673477650062098e-01,-1.341943706997885677e+00
-8.571575564162825511e-01,-3.198528062544879980e+00
-1.070892498061112308e+00,-4.247660864764815969e+00
4.824724152431852930e-01,-1.098752527379931454e+00
-2.234627853258508989e-01,-9.548425279329180171e-01
7.140004940920919863e-01,-2.042156826763315891e+00
4.732376245735448461e-01,-1.271728729796360424e+00
-7.282891265687277405e-02,-9.936862453503232384e-01
-8.467937180684049769e-01,-3.269170556779211534e+00
-1.514847224685864635e+00,-6.957019638653116900e+00
-4.465149520670210759e-01,-1.807568407196814553e+00
8.563987943234723232e-01,-1.860531847224750956e+00
2.140937441302039612e-01,-8.426758975873270829e-01
-1.245738778711988015e+00,-5.454386358239009525e+00
1.731809258511819993e-01,-1.433477871547552240e+00
3.853173797288367841e-01,-1.194281546445133513e+00
-8.838574362011329955e-01,-2.954118394941732451e+00
1.537251059455279067e-01,-1.053534222900786022e+00
5.820871844599989631e-02,-1.189221558155292291e+00
-1.142970297830623094e+00,-4.400775739060676983e+00
3.577873603482832898e-01,-1.146083333589507758e+00
5.607845263682343928e-01,-1.423199975186760557e+00
1.083051243175277012e+00,-2.385984615723144131e+00
1.053802052034902959e+00,-2.150335188162187272e+00
-1.377669367957091051e+00,-5.673785808318219104e+00
-9.378250399151227823e-01,-3.268584687644207509e+00
5.150352672086597750e-01,-9.420593462885968883e-01
5.137859509122087998e-01,-1.356862432429895460e+00
5.150476863060479138e-01,-1.488502775283277568e+00
3.852731490654721203e+00,-1.158867916860464042e+01
5.708905106931669859e-01,-1.283775514980115551e+00
1.135565640180598912e+00,-2.841567267546904141e+00
9.540017634932023149e-01,-2.126584836537970258e+00
6.513912513057980025e-01,-1.340178442041477069e+00
-3.152692446403456139e-01,-1.275726494074864714e+00
7.589692204932674269e-01,-1.515354295712585175e+00
-7.728252145375718030e-01,-2.646662050092195351e+00
-2.368186067400088746e-01,-1.361312026290387056e+00
-4.853635478291034588e-01,-1.876614736888882806e+00
8.187413938632255583e-02,-1.272042879295439466e+00
2.314658566673508666e+00,-6.391430348258696270e+00
-1.867265192591748058e+00,-1.085679507215662909e+01
6.862601903745134679e-01,-1.558030367849980946e+00
-1.612715871189651651e+00,-8.498591740841909825e+00
-4.719318657894334690e-01,-9.790233842889354277e-01
1.088950596967366069e+00,-2.708095851035630552e+00
6.428001909546277037e-02,-1.083256133578176739e+00
-1.077744777929306119e+00,-4.133531890856792401e+00
-7.153037092599682234e-01,-2.340714965410240822e+00
6.795977489346758382e-01,-1.250262014240546948e+00
-7.303666317171366718e-01,-2.097033050933726273e+00
2.164585895819748640e-01,-8.558973272793779508e-01
4.557183990381378363e-02,-1.245346972246339723e+00
-6.516003476058170873e-01,-2.322200012740899044e+00
2.143944089325325653e+00,-6.087673083232933990e+00
6.339190223180112271e-01,-8.932678917549277120e-01
-2.025142586657607158e+00,-1.305608360504900567e+01
1.864543147694276426e-01,-6.737145021950549095e-01
-6.617864647683879831e-01,-2.248788352982180605e+00
8.524333347962239626e-01,-1.631786569409030330e+00
-7.925207384327006555e-01,-2.827269386223464132e+00
-1.147364414668990140e-01,-1.294758412944504000e+00
5.049872789804571438e-01,-1.031179101710269830e+00
8.657551941701214782e-01,-1.707905377339522079e+00
-1.200296407055776227e+00,-4.757341130112782146e+00
-3.345012358409483744e-01,-1.405587241362034057e+00
-4.749453111609561740e-01,-1.870714717124164483e+00
-6.533292325737118933e-01,-2.653699473086709837e+00
1.765454240281096876e+00,-4.495301391975850436e+00
4.049817109609555321e-01,-9.996308085859986203e-01
-1.260883954335045187e+00,-5.652921043581520699e+00
9.178619470547760839e-01,-2.128672053630888072e+00
2.122156197012633250e+00,-6.195536449198157491e+00
1.032465260551146846e+00,-2.656304912436906918e+00
-1.519369965954013413e+00,-7.633308644363486550e+00
-4.842340728662513638e-01,-2.028603245030429214e+00
1.266911149186622731e+00,-3.069749908453581089e+00
-7.076694656187807464e-01,-2.646420679247825092e+00
4.438194281462284341e-01,-1.552566395007663136e+00
7.746340534293367774e-01,-1.167703660208463834e+00
-9.269304715780829484e-01,-3.107655877234391184e+00
-5.952535606180008043e-02,-1.231667343726516428e+00
-3.241267340069072578e+00,-3.377980177081274604e+01
-1.024387641334289833e+00,-3.829056137610889810e+00
-2.525681513931603006e-01,-9.609274017621449726e-01
-1.247783181964849497e+00,-5.525294210973418885e+00
1.632411303931635249e+00,-3.935302414460481124e+00
-1.430141377960632676e+00,-6.820178056079905460e+00
-4.400444866969837610e-01,-1.966829097081288058e+00
1.307405772860913418e-01,-7.871113401549556521e-01
1.441273289066115515e+00,-3.213037572221703719e+00
-1.435862151179439383e+00,-6.082449216192792107e+00
1.163163752154959596e+00,-2.952138579201513569e+00
1.023306101958704889e-02,-8.203626578275238224e-01
-9.815086510479509307e-01,-3.803586726742903767e+00
4.621034742632707526e-01,-9.705846068728718468e-01
1.990596955734700302e-01,-1.344975756882420548e+00
-6.002168771587946816e-01,-2.401191775358338276e+00
6.980208499001891442e-02,-1.168710295774306740e+00
-3.853135968617601992e-01,-1.487010779057402754e+00
1.135173452512480419e-01,-1.128845177610236172e+00
6.621306745210466804e-01,-1.293918327877743524e+00
1.586016816145352060e+00,-3.784303133012600906e+00
-1.237815498826849048e+00,-5.102357304745831712e+00
2.133033374656266634e+00,-5.716966504437501762e+00
-1.952087799522501887e+00,-1.172499592101417498e+01
-1.517850950355833228e-01,-1.427243235319900716e+00
5.883172064845765270e-01,-9.961435393921804771e-01
2.809918677350326521e-01,-1.162050150102298840e+00
-6.226995198205937943e-01,-1.931690917110635342e+00
-2.081222503572752180e-01,-7.999617497612052652e-01
-4.930009346588328234e-01,-1.654375459347274813e+00
-5.893647569442115319e-01,-2.424838614121652469e+00
8.496020970210246270e-01,-2.064420554952971720e+00
3.570154859650473411e-01,-7.320746904531730825e-01
-6.929095952606542097e-01,-2.448787580539788067e+00
8.995998754332507064e-01,-1.930458111454519843e+00
3.072995208766093334e-01,-8.368043622982950236e-01
8.128621188389600905e-01,-1.579849542193265233e+00
6.296288419236122369e-01,-1.333468986388806288e+00
-8.289950109220722840e-01,-3.012043805423083143e+00
-5.601810401969695707e-01,-2.038599140429742995e+00
7.472936051232618171e-01,-1.403576629898152017e+00
6.103702654334648425e-01,-1.233307832894740663e+00
-2.090159396414813242e-02,-1.075652289822387031e+00
1.173273833087819934e-01,-6.978551312538301410e-01
1.277664895788424904e+00,-3.032572626310487962e+00
-5.915713888358299366e-01,-2.270721966930833169e+00
5.470973811700379219e-01,-1.465698647947986100e+00
-2.021926524338940601e-01,-1.430025076731461731e+00
-2.176812032272202879e-01,-1.274807772323743205e+00
1.098776851987190106e+00,-2.158832172952897199e+00
8.254163489880298465e-01,-1.982480063108677415e+00
8.135096360006385252e-01,-1.708208400055690301e+00
1.305478807154329068e+00,-3.252514329394823100e+00
2.100384163275904881e-02,-1.055454882403124905e+00
6.819529712949639055e-01,-1.871508842468842193e+00
-3.102667565934560390e-01,-1.411759247716753984e+00
3.241663524884421110e-01,-1.086291424890525548e+00
-1.301430543676845852e-01,-9.645352486273819359e-01
9.699596499271818939e-02,-9.142244559069594434e-01
5.951570254369136226e-01,-1.647199780831132943e+00
-8.182206832334725233e-01,-2.641366917008040271e+00
2.092387275685460235e+00,-5.909205127912278144e+00
-1.006017381499701990e+00,-3.783000551921140264e+00
-1.214188612787732158e+00,-5.094904590752864060e+00
1.158110873500067806e+00,-2.766840799646666849e+00
7.916626939629358706e-01,-1.654330124559721060e+00
6.241198170521551347e-01,-1.275160890807241598e+00
6.283455092642799000e-01,-1.837762676152250751e+00
-1.224677284691462302e-02,-1.141114113694264187e+00
-8.972543714858315367e-01,-3.339199279414006849e+00
7.580455819372633464e-02,-9.094170521396757190e-01
-6.771617115121116859e-01,-2.050502412553207421e+00
9.751197334177511555e-01,-2.328932061439072054e+00
-1.470573815021386510e-01,-1.242224972660925131e+00
-8.254971967925115450e-01,-3.072532805079021045e+00
-3.213858416529934425e-01,-1.577611209868295283e+00
4.129314542756243323e-01,-1.200232690252370338e+00
-5.637245528039747100e-01,-1.778475489192866910e+00
-8.222203955664314501e-01,-3.193419565715666764e+00
2.436872114919123034e-01,-8.856284128384339649e-01
2.449665711087227749e-01,-1.418599482037635973e+00
-5.069431753711297617e-01,-1.946872861237575858e+00
-4.710383056183227724e-01,-1.792999430486239776e+00
2.320499373576362934e-01,-5.692058899817975526e-01
-1.448084341497324123e+00,-6.897606649226114328e+00
-1.407463774376555232e+00,-7.052387722642479595e+00
-7.184442212524360105e-01,-3.002518638631388459e+00
-2.134471517118472494e-01,-1.192252928016678926e+00
3.109075655980045871e-01,-8.754145065674294734e-01
1.475356216949551991e+00,-3.558398134890297104e+00
8.576596232020193833e-01,-1.811174533268945730e+00
-1.599385299634271118e-01,-8.417924166134220787e-01
-1.901620790268883018e-02,-1.145131204432064731e+00
-1.002529364637808840e+00,-3.589949488179950965e+00
-1.851313599238993066e-02,-1.417947665197932361e+00
-2.886586389201383218e-01,-1.544429538601003404e+00
3.227185603380894885e-01,-1.488612529904765891e+00
-8.272309435523229615e-01,-3.020773843578938855e+00
5.193465142411722857e-01,-1.249310083426478091e+00
1.532738913002577696e+00,-3.823428516075473738e+00
-1.087601484568575944e-01,-1.062952725422226852e+00
4.017117220989414594e-01,-1.334329542712692218e+00
6.901439917111125144e-01,-1.556471261952880214e+00
-4.012204718858362607e-01,-1.916303921950473388e+00
2.240924818104167715e-01,-6.442053908645464233e-01
1.259240078179485987e-02,-1.069926855920853459e+00
9.767609854883171905e-02,-1.092185153773475026e+00
-7.730097838554664813e-01,-2.322930298379493497e+00
2.451017425894271365e-02,-1.299503626206071516e+00
4.979982912454497535e-01,-1.491350812850901431e+00
1.451143607795041701e+00,-3.843365619179956560e+00
9.592708260852068625e-01,-2.112917014682719863e+00
2.153182457511556347e+00,-6.093118328224471192e+00
-7.673475628880495059e-01,-2.511948881937295930e+00
8.723206367206781664e-01,-1.243591477340928897e+00
1.833420057383517432e-01,-1.536066819353565815e+00
2.189802933217672276e+00,-6.193201269020639721e+00
-8.082982853551514690e-01,-3.008553586139850466e+00
-8.397218421807760569e-01,-3.154364869928617310e+00
-5.993926454440221541e-01,-2.237785857861858574e+00
-2.123895724309806887e+00,-1.418523179916363475e+01
-5.257550216807610477e-01,-1.438181487381679613e+00
-7.591326615536979627e-01,-2.452799231841678029e+00
1.503937864762076304e-01,-9.632201990152408078e-01
3.417559757771594375e-01,-7.129875310682871614e-01
1.876170839215886232e+00,-5.498834872793036510e+00
9.504238381860502516e-01,-2.406518391943671897e+00
-5.769036556624030920e-01,-2.556180563191582600e+00
-8.984146713483579516e-01,-3.455905144056819811e+00
4.919191715065057147e-01,-1.161873684970694542e+00
-1.320233207020642174e+00,-5.810789571402543707e+00
1.831458765854353743e+00,-4.912471220740996181e+00
1.179440120721287011e+00,-3.052993829609903287e+00
-4.691756521047047990e-01,-1.505034024130896153e+00
-1.713134529090877489e+00,-9.174647753709551878e+00
1.353872374165412840e+00,-3.061258655195118639e+00
-1.145398452526178862e-01,-1.557150026719035463e+00
1.237816311973461758e+00,-2.798626930012870329e+00
-1.594427658794367098e+00,-8.394560245008328536e+00
-5.993750229537728735e-01,-2.182116879182192992e+00
5.243699718183165819e-03,-8.638418750004430713e-01
4.698059376474205545e-02,-9.581195456002342681e-01
-4.500654714792436395e-01,-1.870385021833333994e+00
6.228499323474987470e-01,-1.390401919551702781e+00
-1.067620429382594383e+00,-4.561387221419423987e+00
-1.423794850212934948e-01,-8.250326206090323744e-01
1.202956317118988594e-01,-1.019593026202309627e+00
5.144388340587490172e-01,-9.515942681888567289e-01
7.116148780888897907e-01,-1.680509330456786188e+00
-1.124642091837869229e+00,-4.649595599907296872e+00
-1.534114170735622285e+00,-7.748280564323870578e+00
1.277676821898509063e+00,-2.781308080299448537e+00
3.323140119795916503e-01,-1.221056498095451248e+00
-7.484865365565536166e-01,-2.459356455214905424e+00
1.551151975522522930e+00,-4.012526803227311589e+00
1.156746342928586663e-01,-1.462450410331161077e+00
1.179297184063826442e+00,-2.842384237944011183e+00
6.751848141010895199e-02,-1.270042963680928061e+00
2.060747924881987103e+00,-5.829112034585378410e+00
1.755340842443204430e+00,-4.959796290065906277e+00
-2.489641484790734993e-01,-1.021584067957598041e+00
9.715709509543554168e-01,-2.149749362481779169e+00
6.453759495851475458e-01,-1.474089572956725380e+00
1.368631557532348664e+00,-3.128919245844642205e+00
-9.649234605801044751e-01,-3.373165061035476864e+00
6.860514599984393058e-01,-1.506461715857693395e+00
1.058424486849587787e+00,-2.548398675221049903e+00
-1.758739486423114284e+00,-1.014121251548509051e+01
-1.183258512665775086e+00,-5.060347435510433201e+00
-2.039232177760100573e+00,-1.303487935031605538e+01
-2.694068344445577634e-01,-1.258965206708802409e+00
7.175422557959623138e-01,-1.646417745433424784e+00
1.502357052096028101e+00,-3.573711120293801002e+00
7.409478041977518581e-02,-1.127056465664328266e+00
1.628615545571291845e+00,-4.208813319731561364e+00
-1.380101458214891386e+00,-5.992009446349131352e+00
-1.703382439355154654e+00,-9.051973626538934781e+00
-5.554769889661877874e-02,-1.049005747084120976e+00
3.840654489393072746e-01,-1.236470305716645068e+00
-3.269474809409311095e-02,-1.176803601013145517e+00
-2.067442100039876607e+00,-1.344607881062016652e+01
-8.912003951278840708e-02,-1.195908846692042227e+00
-1.304469500504853219e+00,-5.532521155543070002e+00
6.696725488300384610e-01,-1.527461767622563471e+00
3.665982460968482681e-01,-1.408152080834756070e+00
-9.398797863273552489e-01,-3.043725208896509216e+00
-5.138669173366935405e-01,-1.745767965824104540e+00
-1.059213521888951570e+00,-4.481719252801221742e+00
-6.267909727317187707e-02,-1.149732992549091337e+00
9.551423205012382622e-01,-2.057888949087483876e+00
-9.857260463355437263e-01,-3.297362617094683035e+00
5.040465155178444068e-01,-1.494712782118472028e+00
-5.302576183724407866e-01,-1.628193173194292687e+00
-7.928728322623441738e-01,-2.453390681934395356e+00
-1.070303599545578271e-01,-1.233957577970704156e+00
-1.035242322419374084e+00,-4.063301939033681975e+00
-5.536493053471820414e-01,-2.199869701228059249e+00
-1.197877892588848470e+00,-5.035281732205931782e+00
1.964725132916389283e+00,-5.471837543136279791e+00
3.526355197172861139e-02,-8.199296054293493397e-01
-6.997255079925855936e-01,-2.159327455798563999e+00
2.139799107342220119e-01,-1.168669589913439388e+00
-1.123280496908298232e-01,-1.573655665204738874e+00
-2.209695995332229823e-01,-1.216687944594952331e+00
6.141667000434252177e-01,-1.304434499088436450e+00
7.575077100473051050e-01,-1.576126132598286267e+00
-5.305011476105274681e-01,-1.954571735877912886e+00
-5.758182406446800128e-01,-1.977131024796243253e+00
-2.750516971516440146e-01,-9.162141004986521509e-01
-2.301921164735584835e+00,-1.631246344498483936e+01
-1.515191062198552263e+00,-7.486120037220343804e+00
1.366874267444524671e+00,-3.412164927745953591e+00
1.644967713501283679e+00,-4.296472081814203925e+00
-2.490360395563783191e-01,-8.440044133471491516e-01
5.765569630557664249e-01,-1.364885197208952627e+00
3.112501545435361061e-01,-1.034030963767233136e+00
3.078880808455237705e+00,-9.784270370899504243e+00
1.119574911434576769e+00,-2.251363995413674601e+00
-1.279175914807665349e-01,-6.073532336938082254e-01
-9.555404406004257556e-01,-3.452971044579533633e+00
-1.606446320257572502e+00,-8.187581735421808560e+00
2.034636358672231027e-01,-9.693405132372775457e-01
-7.563507452843033496e-01,-3.248189835341245946e+00
-1.422253709597674165e+00,-6.433533204346398193e+00
-6.465728842425265688e-01,-2.206949025451967472e+00
-1.081548003614394959e+00,-4.152721619992046698e+00
1.687141635072564760e+00,-4.586480803093349046e+00
8.816397569494505149e-01,-2.004285087479276584e+00
-7.972641316617372007e-03,-1.106869832832751754e+00
1.479944138890025851e+00,-3.412664011207961146e+00
7.736830764761830348e-02,-1.067838580741468979e+00
-8.612842013282636655e-01,-2.585270863919460815e+00
1.523124077269657262e+00,-3.710484424183081220e+00
5.389100436846586684e-01,-1.583359984678547550e+00
-1.037246154326456393e+00,-4.037304408319905669e+00
-1.903386780836081871e-01,-1.332614467606915820e+00
-8.756182533847571836e-01,-3.721222274274192721e+00
-1.382799730964336060e+00,-5.909032291240029267e+00
9.261775475316413875e-01,-1.838391412237060152e+00
1.909416640470130488e+00,-5.115287117678929185e+00
-1.398567573819141208e+00,-6.390591173570994599e+00
5.629692366905708623e-01,-1.644361208082113057e+00
-6.506425691218269414e-01,-2.375529153488463496e+00
-4.871253837646960516e-01,-1.542376938421174293e+00
-5.923939242388691628e-01,-2.323229832249594118e+00
-8.639907696798160286e-01,-3.751383375995317238e+00
4.852162794482699215e-02,-1.037190113684829385e+00
-8.309501164110377758e-01,-3.003996494905484926e+00
2.704568257798388164e-01,-9.712395991485800462e-01
-5.023810944913695287e-02,-8.480751674296167497e-01
-2.389480468664097468e-01,-1.078357814005037607e+00
-9.075636620415978850e-01,-3.260693359744298192e+00
-5.767713305683327407e-01,-1.712394673227383590e+00
7.553912258257560186e-01,-2.013967166227698335e+00
5.009171876243807553e-01,-1.087525264281631765e+00
-9.775552447985510485e-01,-3.523621263404152604e+00
9.933230542922587281e-02,-1.279664201826210990e+00
7.513871233717890341e-01,-2.001923278039812182e+00
-1.669405281121371765e+00,-8.990762838652678113e+00
5.433601923799350475e-01,-1.436059314121198360e+00
-6.626237589458466859e-01,-2.108379018474104249e+00
5.705986685931593305e-01,-1.463767902217775418e+00
-7.632591565425168589e-01,-2.894240103773673578e+00
-1.804882100664519040e+00,-1.033442313210047203e+01
-1.627542437883162663e+00,-8.125258318172301486e+00
4.808494666138199425e-02,-9.772876532086175461e-01
2.597225017214818688e-01,-1.044607126261853924e+00
-9.043166251044085779e-01,-3.337098740873222003e+00
6.385924587773739169e-01,-1.095163879521988903e+00
-1.661520062268959874e+00,-8.915412865733387093e+00
-6.607979864731657049e-02,-7.129824681881903325e-01
-1.211016199762456669e+00,-5.018812958473737318e+00
-6.518361078021591704e-01,-2.298891176318778928e+00
4.739867131641401637e-02,-3.555368617027799827e-01
-8.604133652839524027e-01,-3.365830958152980834e+00
-3.845555442298253523e-01,-1.593525909613171088e+00
1.006292809214440531e+00,-2.524512598383604534e+00
-5.768918695231487481e-01,-1.773536516548364750e+00
8.356921120651418233e-01,-1.381529798256825314e+00
-1.129706854657618109e+00,-4.132380188727063697e+00
5.298041779152827813e-01,-9.458820441211449603e-01
1.441568620657900368e+00,-3.586135170076857559e+00
-2.471644500127289312e+00,-1.907498811537141492e+01
-7.968952554704767932e-01,-3.238142765809850943e+00
5.770721271805400177e-01,-8.108684080428647523e-01
-2.030453860429926871e-01,-1.069244342829546834e+00
